# q = 1.8153361174005404e+01 m1 = 9.4778984268530453e-01 m2 = 5.2210157314695332e-02 chi1 = 9.3312665151825458e-01 chi2 = 4.2824963485893319e-02 lm = 33 Mtot = 2.7453213230060959e+02 distance = 7.9370079055085316e+03
#fHz   cexp_i_alpha(re im)   cexp_i_epsilon(re im)    cexp_i_betah(re im)
1.3250000000000000e+01  -5.5152184400413806e-01  -8.3416044954569446e-01  9.9698232974675582e-01  7.7628823079646858e-02  9.9943208786870719e-01  3.3697206685373161e-02
1.3375000000000000e+01  -4.4094991159169949e-01  -8.9753171279196164e-01  9.8014984599649591e-01  1.9825811305731089e-01  9.9941928316950124e-01  3.4074865061512707e-02
1.3500000000000002e+01  -3.2171508800035625e-01  -9.4683652345741454e-01  9.4827305712649190e-01  3.1745583807512040e-01  9.9940106670807827e-01  3.4605026553310041e-02
1.3625000000000000e+01  -1.9473681449414823e-01  -9.8085553119747038e-01  9.0090524526112903e-01  4.3401582812264461e-01  9.9937852485237788e-01  3.5250022182760771e-02
1.3750000000000000e+01  -6.1604051377960059e-02  -9.9810066669340602e-01  8.3775508631029505e-01  5.4604616596147815e-01  9.9935285787539840e-01  3.5970341342191327e-02
1.3875000000000000e+01  7.5395865540008683e-02  -9.9715368096370827e-01  7.5895597921679969e-01  6.5114193660911501e-01  9.9932531033530514e-01  3.6727702395413675e-02
1.4000000000000002e+01  2.1338536452302528e-01  -9.7696810910457854e-01  6.6523119419178645e-01  7.4663743428398344e-01  9.9929710937830440e-01  3.7487160310766716e-02
1.4124999999999998e+01  3.4909057136447125e-01  -9.3708898882893032e-01  5.5795106838531905e-01  8.2987384902024786e-01  9.9926941265686531e-01  3.8218332360314147e-02
1.4250000000000000e+01  4.7907298727984676e-01  -8.7777506962704510e-01  4.3909848435733867e-01  8.9843893561838029e-01  9.9924326675357977e-01  3.8895936132637511e-02
1.4375000000000000e+01  5.9996146785164028e-01  -8.0002889766139396e-01  3.1116758323918819e-01  9.5035505740806314e-01  9.9921957628441593e-01  3.9499852784438162e-02
1.4500000000000000e+01  7.0865908380700171e-01  -7.0555106330996409e-01  1.7702155042426629e-01  9.8420697553176739e-01  9.9919908329394524e-01  4.0014896532909752e-02
1.4624999999999998e+01  8.0250990385983756e-01  -5.9663879710162515e-01  3.9732081683198549e-02  9.9921036908406813e-01  9.9918235619550910e-01  4.0430422550237738e-02
1.4750000000000000e+01  8.7941877980734728e-01  -4.7604895727451851e-01  -9.7581551988363893e-02  9.9522753213099080e-01  9.9916978711967108e-01  4.0739863858770708e-02
1.4875000000000000e+01  9.3792316593857417e-01  -3.4684309823861537e-01  -2.3190095498440991e-01  9.7273940347727184e-01  9.9916159649612668e-01  4.0940250210658606e-02
1.5000000000000000e+01  9.7721990093905897e-01  -2.1222927509807829e-01  -3.6043596251368604e-01  9.3278396047897005e-01  9.9915784346133862e-01  4.1031741977244178e-02
1.5125000000000002e+01  9.9715246812221048e-01  -7.5411904350600287e-02  -4.8072600993592940e-01  8.7687085900438078e-01  9.9915844076880134e-01  4.1017194448885831e-02
1.5249999999999998e+01  9.9816564533546781e-01  6.0542088434650775e-02  -5.9071346818621440e-01  8.0688140299762412e-01  9.9916317292846124e-01  4.0901758685047501e-02
1.5375000000000000e+01  9.8123505369807729e-01  1.9281537644630803e-01  -6.8878906882915092e-01  7.2496180496731777e-01  9.9917171636917190e-01  4.0692520294067516e-02
1.5500000000000000e+01  9.4777910387210584e-01  3.1892753136627772e-01  -7.7381112260834983e-01  6.3341640847676606e-01  9.9918366055530849e-01  4.0398174207432330e-02
1.5625000000000000e+01  8.9956040033891083e-01  4.3679638979975388e-01  -8.4510127699789850e-01  5.3460623978449906e-01  9.9919852919911223e-01  4.0028730261286914e-02
1.5749999999999998e+01  8.3858294077238649e-01  5.4477394527045453e-01  -9.0242023046816033e-01  4.3085696889082853e-01  9.9921580076817051e-01  3.9595245866439178e-02
1.5875000000000000e+01  7.6699057792460257e-01  6.4165836188339676e-01  -9.4592712049919736e-01  3.2437922668398012e-01  9.9923492775249678e-01  3.9109578870943316e-02
1.6000000000000000e+01  6.8697121469596578e-01  7.2668462910615450e-01  -9.7612643010521460e-01  2.1720311335257070e-01  9.9925535419090461e-01  3.8584156344408732e-02
1.6125000000000000e+01  6.0067033086749011e-01  7.9949681276133922e-01  -9.9380610380071865e-01  1.1112798049292155e-01  9.9927653124290983e-01  3.8031751302534847e-02
1.6250000000000000e+01  5.1011647084064859e-01  8.6010533434985836e-01  -9.9997044919912759e-01  7.6876998182103485e-03  9.9929793055518457e-01  3.7465263753582792e-02
