# q = 1.8153361174005404e+01 m1 = 9.4778984268530453e-01 m2 = 5.2210157314695332e-02 chi1 = 9.3312665151825458e-01 chi2 = 4.2824963485893319e-02 lm = 32 Mtot = 2.7453213230060959e+02 distance = 7.9370079055085316e+03
#fHz   cexp_i_alpha(re im)   cexp_i_epsilon(re im)    cexp_i_betah(re im)
1.6375000000000000e+01  -4.8114093174368011e-01  -4.9913035770218297e+00  3.6918570024566055e-02
1.6500000000000000e+01  -4.1117311232506015e-01  -4.9281016488676492e+00  3.6481426669158885e-02
1.6625000000000000e+01  -3.4364642310475557e-01  -4.8673121153945234e+00  3.6059273987196876e-02
1.6750000000000000e+01  -2.7851252760513656e-01  -4.8088874759593834e+00  3.5655867755577421e-02
1.6875000000000000e+01  -2.1570853510211951e-01  -4.7527657164723927e+00  3.5274665292979568e-02
1.7000000000000000e+01  -1.5515641874815267e-01  -4.6988697172269580e+00  3.4918798631761991e-02
1.7125000000000000e+01  -9.6762849777223048e-02  -4.6471070771783101e+00  3.4591051051713187e-02
1.7250000000000000e+01  -4.0419434747270166e-02  -4.5973703422415371e+00  3.4293836447339666e-02
1.7375000000000000e+01  1.3996593333637009e-02  -4.5495376885172565e+00  3.4029181064612016e-02
1.7500000000000000e+01  6.6621056187166072e-02  -4.5034742335171938e+00  3.3798712708337571e-02
1.7625000000000000e+01  1.1760103194712102e-01  -4.4590338280259285e+00  3.3603654166778567e-02
1.7750000000000000e+01  1.6709257653461973e-01  -4.4160613291463333e+00  3.3444820958683452e-02
1.7875000000000000e+01  2.1525795305035744e-01  -4.3743953657057197e+00  3.3322628797641529e-02
1.8000000000000000e+01  2.6226259469129154e-01  -4.3338713710445447e+00  3.3237106565562592e-02
1.8125000000000000e+01  3.0827191706910839e-01  -4.2943247670939275e+00  3.3187914949546149e-02
1.8250000000000000e+01  3.5344812689165961e-01  -4.2555941526565473e+00  3.3174371396998879e-02
1.8375000000000000e+01  3.9794719845040816e-01  -4.2175243244398972e+00  3.3195479915406188e-02
1.8500000000000000e+01  4.4191617710599607e-01  -4.1799689716644899e+00  3.3249966946650882e-02
1.8625000000000000e+01  4.8549091239183206e-01  -4.1427929414981612e+00  3.3336316276204342e-02
1.8750000000000000e+01  5.2879431905736674e-01  -4.1058739770408206e+00  3.3452809312165765e-02
1.8875000000000000e+01  5.7193519020949068e-01  -4.0691039035884655e+00  3.3597563693629214e-02
1.9000000000000000e+01  6.1500754972976024e-01  -4.0323892759014477e+00  3.3768570937900561e-02
1.9125000000000000e+01  6.5809055406841477e-01  -3.9956514765857611e+00  3.3963734330495106e-02
1.9250000000000000e+01  7.0124883737386789e-01  -3.9588263713832963e+00  3.4180903057577462e-02
1.9375000000000000e+01  7.4453317236053884e-01  -3.9218636486668648e+00  3.4417901560986078e-02
1.9500000000000000e+01  7.8798147414109221e-01  -3.8847258165060081e+00  3.4672558180129195e-02
1.9625000000000000e+01  8.3162002104658161e-01  -3.8473869830662442e+00  3.4942730046765853e-02
1.9750000000000000e+01  8.7546469223135537e-01  -3.8098316198285436e+00  3.5226321666733076e-02
1.9875000000000000e+01  9.1952235708911534e-01  -3.7720531737401810e+00  3.5521302849410984e-02
2.0000000000000000e+01  9.6379213869973501e-01  -3.7340528047742767e+00  3.5825720711301599e-02
2.0125000000000000e+01  1.0082667570870498e+00  -3.6958380445702916e+00  3.6137711251517671e-02
2.0250000000000004e+01  1.0529336222139176e+00  -3.6574217044014614e+00  3.6455505324406765e-02
2.0375000000000000e+01  1.0977760065094586e+00  -3.6188207048026699e+00  3.6777435019296506e-02
2.0500000000000000e+01  1.1427739357095441e+00  -3.5800551858795497e+00  3.7101935550811510e-02
2.0625000000000000e+01  1.1879050231651926e+00  -3.5411476745322208e+00  3.7427546522429071e-02
2.0750000000000000e+01  1.2331452845941833e+00  -3.5021222719138465e+00  3.7752912205334624e-02
2.0875000000000000e+01  1.2784696290839306e+00  -3.4630041631734700e+00  3.8076779115732720e-02
2.1000000000000000e+01  1.3238524384660024e+00  -3.4238190400891950e+00  3.8397994107683665e-02
2.1125000000000000e+01  1.3692680187391286e+00  -3.3845926514126941e+00  3.8715501090142740e-02
2.1250000000000000e+01  1.4146908257984472e+00  -3.3453505777956791e+00  3.9028337204893376e-02
2.1375000000000004e+01  1.4600959009824133e+00  -3.3061177989346393e+00  3.9335628707627426e-02
2.1500000000000000e+01  1.5054588756556162e+00  -3.2669186888521877e+00  3.9636586941153552e-02
2.1625000000000000e+01  1.5507563292305355e+00  -3.2277766607698393e+00  3.9930503341487726e-02
2.1750000000000000e+01  1.5959657591786898e+00  -3.1887141972890638e+00  4.0216745391035452e-02
2.1875000000000000e+01  1.6410657380811458e+00  -3.1497526952110855e+00  4.0494751698678659e-02
2.2000000000000000e+01  1.6860359154463982e+00  -3.1109124645338495e+00  4.0764027885907897e-02
2.2125000000000000e+01  1.7308570625337936e+00  -3.0722126849185849e+00  4.1024142128520777e-02
2.2250000000000000e+01  1.7755110901785005e+00  -3.0336713890469049e+00  4.1274720739031087e-02
2.2375000000000000e+01  1.8199810153721252e+00  -2.9953054968488479e+00  4.1515444443937101e-02
2.2500000000000000e+01  1.8642509428057386e+00  -2.9571308349319727e+00  4.1746044579667352e-02
2.2625000000000000e+01  1.9083060803094187e+00  -2.9191621224446411e+00  4.1966298426894616e-02
2.2750000000000000e+01  1.9521325814989510e+00  -2.8814131281813782e+00  4.2176028487809852e-02
2.2875000000000000e+01  1.9957177009136187e+00  -2.8438965180026683e+00  4.2375094512270610e-02
2.3000000000000000e+01  2.0390495386889036e+00  -2.8066241089710076e+00  4.2563395721171925e-02
2.3125000000000000e+01  2.0821171574990451e+00  -2.7696067545782790e+00  4.2740863505403570e-02
2.3250000000000000e+01  2.1249104541815402e+00  -2.7328544729981443e+00  4.2907460902003550e-02
2.3375000000000000e+01  2.1674201065032594e+00  -2.6963765008274088e+00  4.3063180642754564e-02
2.3500000000000000e+01  2.2096375906747552e+00  -2.6601812767133381e+00  4.3208040132628835e-02
2.3625000000000004e+01  2.2515550713670129e+00  -2.6242765512040487e+00  4.3342081866187536e-02
2.3749999999999996e+01  2.2931653869582376e+00  -2.5886694022242329e+00  4.3465370220518627e-02
2.3874999999999996e+01  2.3344620161316207e+00  -2.5533662689711054e+00  4.3577988798289023e-02
2.4000000000000000e+01  2.3754390156992926e+00  -2.5183730142419565e+00  4.3680039842907338e-02
2.4125000000000000e+01  2.4160909879634174e+00  -2.4836949574596057e+00  4.3771642389398381e-02
2.4250000000000000e+01  2.4564130569525062e+00  -2.4493368988604187e+00  4.3852929481333444e-02
2.4375000000000000e+01  2.4964008096909103e+00  -2.4153031782455248e+00  4.3924049042600499e-02
2.4500000000000000e+01  2.5360502939722993e+00  -2.3815976777465124e+00  4.3985159035182825e-02
2.4625000000000000e+01  2.5753579554241566e+00  -2.3482238846394128e+00  4.4036430117788974e-02
2.4750000000000004e+01  2.6143206310778426e+00  -2.3151848981790297e+00  4.4078041183717519e-02
2.4874999999999996e+01  2.6529355077705574e+00  -2.2824834711996784e+00  4.4110181061564481e-02
2.5000000000000004e+01  2.6912001057725652e+00  -2.2501220267089250e+00  4.4133044687700289e-02
2.5125000000000000e+01  2.7291122480270724e+00  -2.2181026886803625e+00  4.4146834807309694e-02
2.5250000000000000e+01  2.7666700390630261e+00  -2.1864273032371644e+00  4.4151758801185353e-02
2.5375000000000000e+01  2.8038718485907310e+00  -2.1550974551661839e+00  4.4148030955606515e-02
2.5500000000000000e+01  2.8407162804170483e+00  -2.1241144989298917e+00  4.4135867322915870e-02
2.5625000000000000e+01  2.8772021690641343e+00  -2.0934795622297453e+00  4.4115489708657862e-02
2.5749999999999996e+01  2.9133285448804207e+00  -2.0631935807244983e+00  4.4087121125471564e-02
2.5874999999999996e+01  2.9490946367854214e+00  -2.0332572954780885e+00  4.4050988399513574e-02
2.5999999999999996e+01  2.9844998375207341e+00  -2.0036712874885136e+00  4.4007318973268171e-02
2.6125000000000000e+01  3.0195437116400505e+00  -1.9744359698993319e+00  4.3956342838808816e-02
2.6250000000000000e+01  3.0542259564562935e+00  -1.9455516267457240e+00  4.3898289645924522e-02
2.6375000000000000e+01  3.0885464185043876e+00  -1.9170183967401260e+00  4.3833390683402328e-02
2.6499999999999996e+01  3.1225050604608304e+00  -1.8888363060721838e+00  4.3761876739989262e-02
2.6624999999999996e+01  3.1561019533974051e+00  -1.8610052761218445e+00  4.3683978153231127e-02
2.6749999999999996e+01  3.1893372839188512e+00  -1.8335251164235207e+00  4.3599925377410212e-02
2.6874999999999996e+01  3.2222113193151900e+00  -1.8063955591753116e+00  4.3509947307773397e-02
2.6999999999999996e+01  3.2547244212970856e+00  -1.7796162456477240e+00  4.3414272163529881e-02
2.7124999999999996e+01  3.2868770414488333e+00  -1.7531867306772000e+00  4.3313127205162553e-02
2.7250000000000000e+01  3.3186696828367817e+00  -1.7271065206523604e+00  4.3206737299696735e-02
2.7375000000000000e+01  3.3501029319477427e+00  -1.7013750418720939e+00  4.3095326214251169e-02
2.7499999999999993e+01  3.3811773971461996e+00  -1.6759917014391310e+00  4.2979114585819704e-02
2.7624999999999996e+01  3.4118938043746772e+00  -1.6509557924713274e+00  4.2858322900066623e-02
2.7749999999999996e+01  3.4422528586364320e+00  -1.6262666311938592e+00  4.2733167332634124e-02
2.7874999999999996e+01  3.4722553826819329e+00  -1.6019234195710541e+00  4.2603863625726615e-02
2.7999999999999996e+01  3.5019021604112481e+00  -1.5779254003042547e+00  4.2470623027542398e-02
2.8124999999999996e+01  3.5311940783833977e+00  -1.5542717166453941e+00  4.2333655743473239e-02
2.8249999999999996e+01  3.5601320266703054e+00  -1.5309615105051897e+00  4.2193168547566426e-02
2.8375000000000000e+01  3.5887169303427990e+00  -1.5079938912044013e+00  4.2049365515205370e-02
2.8500000000000000e+01  3.6169497136290394e+00  -1.4853679709001351e+00  4.1902447396849896e-02
2.8624999999999993e+01  3.6448313960461967e+00  -1.4630827692883153e+00  4.1752613138692718e-02
2.8749999999999996e+01  3.6723629283485471e+00  -1.4411373760247779e+00  4.1600057268133622e-02
2.8874999999999996e+01  3.6995454057368926e+00  -1.4195307394361447e+00  4.1444972958009620e-02
2.8999999999999996e+01  3.7263797888645085e+00  -1.3982619428306711e+00  4.1287548283205765e-02
2.9124999999999996e+01  3.7528671800667714e+00  -1.3773299307515510e+00  4.1127969737635196e-02
2.9249999999999996e+01  3.7790086571135726e+00  -1.3567336735958859e+00  4.0966420102398066e-02
2.9374999999999996e+01  3.8048052967253483e+00  -1.3364721442391549e+00  4.0803078832475692e-02
2.9500000000000000e+01  3.8302582569558163e+00  -1.3165442363041433e+00  4.0638122686351259e-02
2.9625000000000000e+01  3.8553686297694529e+00  -1.2969489101772340e+00  4.0471724540393751e-02
2.9749999999999993e+01  3.8801375637277991e+00  -1.2776850713358683e+00  4.0304054371051209e-02
2.9874999999999996e+01  3.9045662451684651e+00  -1.2587515889069913e+00  4.0135278985647144e-02
2.9999999999999996e+01  3.9286558615093101e+00  -1.2401473319544176e+00  3.9965561806570661e-02
3.0124999999999996e+01  3.9524075663448714e+00  -1.2218712040074911e+00  3.9795062846900195e-02
3.0249999999999996e+01  3.9758226330433049e+00  -1.2039219906913279e+00  3.9623939188243432e-02
3.0374999999999996e+01  3.9989022689762850e+00  -1.1862985438260067e+00  3.9452344395523704e-02
3.0499999999999996e+01  4.0216477755570477e+00  -1.1689996226599244e+00  3.9280428898349359e-02
3.0625000000000000e+01  4.0440603872970531e+00  -1.1520240533872004e+00  3.9108339794004070e-02
3.0750000000000000e+01  4.0661414479986231e+00  -1.1353705543335662e+00  3.8936220982410036e-02
3.0874999999999996e+01  4.0878922897019550e+00  -1.1190378559272958e+00  3.8764213094652770e-02
3.0999999999999996e+01  4.1093143069647944e+00  -1.1030246269432418e+00  3.8592453456719022e-02
3.1124999999999996e+01  4.1304088517713105e+00  -1.0873295786776689e+00  3.8421076318101897e-02
3.1249999999999996e+01  4.1511773730318193e+00  -1.0719513264841183e+00  3.8250212585009262e-02
3.1374999999999996e+01  4.1716213647775815e+00  -1.0568884410796691e+00  3.8079989860537226e-02
3.1499999999999996e+01  4.1917423235507378e+00  -1.0421394907515218e+00  3.7910532651688651e-02
3.1625000000000000e+01  4.2115417718741979e+00  -1.0277030180048952e+00  3.7741962374004623e-02
3.1750000000000000e+01  4.2310212794945352e+00  -1.0135775184123497e+00  3.7574397291615630e-02
3.1875000000000000e+01  4.2501825623217657e+00  -9.9976134233428082e-01  3.7407951853180813e-02
3.1999999999999996e+01  4.2690272586830629e+00  -9.8625291691986927e-01  3.7242738095918139e-02
3.2124999999999993e+01  4.2875570730528922e+00  -9.7305060339973704e-01  3.7078864905690748e-02
3.2249999999999993e+01  4.3057738877440634e+00  -9.6015258612472998e-01  3.6916437039526066e-02
3.2375000000000000e+01  4.3236794986507139e+00  -9.4755713483777049e-01  3.6755557255923964e-02
3.2500000000000000e+01  4.3412758292699225e+00  -9.3526239214702089e-01  3.6596324675916184e-02
3.2625000000000000e+01  4.3585648552567369e+00  -9.2326644836182847e-01  3.6438835423614542e-02
3.2750000000000000e+01  4.3755486925688265e+00  -9.1156725390139215e-01  3.6283181736434841e-02
3.2875000000000000e+01  4.3922293720039969e+00  -9.0016284313801975e-01  3.6129454434339639e-02
3.3000000000000000e+01  4.4086091606496236e+00  -8.8905101511680984e-01  3.5977739493775182e-02
3.3124999999999993e+01  4.4246903321004813e+00  -8.7822956169522737e-01  3.5828120578935044e-02
3.3249999999999993e+01  4.4404752123988702e+00  -8.6769622187995799e-01  3.5680678695709317e-02
3.3374999999999993e+01  4.4559662903199015e+00  -8.5744857222606452e-01  3.5535490778550782e-02
3.3500000000000000e+01  4.4711661144915844e+00  -8.4748412897722192e-01  3.5392631026224620e-02
3.3625000000000000e+01  4.4860772729708591e+00  -8.3780036832457849e-01  3.5252171364227362e-02
3.3750000000000000e+01  4.5007025286248403e+00  -8.2839459186141706e-01  3.5114179490614884e-02
3.3875000000000000e+01  4.5150446642271183e+00  -8.1926408044615817e-01  3.4978721268890699e-02
3.4000000000000000e+01  4.5291066487945164e+00  -8.1040592889221896e-01  3.4845858136937601e-02
3.4125000000000000e+01  4.5428914449172728e+00  -8.0181723738456068e-01  3.4715650367468300e-02
3.4249999999999993e+01  4.5564022649952252e+00  -7.9349485681670640e-01  3.4588152658859006e-02
3.4374999999999993e+01  4.5696422615639909e+00  -7.8543569651125766e-01  3.4463419746013219e-02
3.4499999999999993e+01  4.5826148337567094e+00  -7.7763641962550789e-01  3.4341500802739990e-02
3.4625000000000000e+01  4.5953234139232944e+00  -7.7009365519699013e-01  3.4222443485843732e-02
3.4750000000000000e+01  4.6077715416569687e+00  -7.6280392455721113e-01  3.4106292639891150e-02
3.4875000000000000e+01  4.6199629353006246e+00  -7.5576357022585094e-01  3.3993088701672919e-02
3.5000000000000000e+01  4.6319013526352926e+00  -7.4896889438353487e-01  3.3882870758849583e-02
3.5124999999999993e+01  4.6435906751386424e+00  -7.4241607510497243e-01  3.3775674796269306e-02
3.5250000000000000e+01  4.6550349268106519e+00  -7.3610114763116918e-01  3.3671533164365053e-02
3.5374999999999993e+01  4.6662382038920533e+00  -7.3002007423976867e-01  3.3570476314383944e-02
3.5499999999999993e+01  4.6772047753307078e+00  -7.2416864435206296e-01  3.3472530159206634e-02
3.5624999999999993e+01  4.6879389311092599e+00  -7.1854262534466207e-01  3.3377720128537271e-02
3.5750000000000000e+01  4.6984450951481209e+00  -7.1313765029705101e-01  3.3286068186444584e-02
3.5875000000000000e+01  4.7087278533898864e+00  -7.0794919006409707e-01  3.3197591704803638e-02
3.6000000000000000e+01  4.7187917869778078e+00  -7.0297271918253168e-01  3.3112308555308639e-02
3.6125000000000000e+01  4.7286416453225462e+00  -6.9820354378053384e-01  3.3030231707275787e-02
3.6249999999999993e+01  4.7382822659156529e+00  -6.9363688133431900e-01  3.2951371508124723e-02
3.6375000000000000e+01  4.7477185217351980e+00  -6.8926791299959023e-01  3.2875737594113455e-02
3.6499999999999993e+01  4.7569554152651996e+00  -6.8509169012714066e-01  3.2803335388892935e-02
3.6624999999999993e+01  4.7659980340674766e+00  -6.8110317847178958e-01  3.2734167358369357e-02
3.6749999999999993e+01  4.7748514669232076e+00  -6.7729734163359856e-01  3.2668236497960038e-02
3.6875000000000000e+01  4.7835209891301975e+00  -6.7366895677806982e-01  3.2605538002886660e-02
3.7000000000000000e+01  4.7920117862129930e+00  -6.7021288949217750e-01  3.2546071509252754e-02
3.7125000000000000e+01  4.8003292040780794e+00  -6.6692384498948520e-01  3.2489829289607572e-02
3.7250000000000000e+01  4.8084785876534406e+00  -6.6379652865485461e-01  3.2436803584172572e-02
3.7374999999999993e+01  4.8164653219581597e+00  -6.6082560523101597e-01  3.2386984427046829e-02
3.7500000000000000e+01  4.8242948513313539e+00  -6.5800567972812951e-01  3.2340357820221106e-02
3.7624999999999993e+01  4.8319726030189356e+00  -6.5533137348230186e-01  3.2296910119368076e-02
3.7749999999999993e+01  4.8395040419802813e+00  -6.5279726967666196e-01  3.2256624063951196e-02
3.7875000000000000e+01  4.8468946212072490e+00  -6.5039796280819884e-01  3.2219481797599855e-02
3.8125000000000000e+01  4.8612750438402674e+00  -6.4598208392505407e-01  3.2154543522668340e-02
3.8375000000000000e+01  4.8751573586334151e+00  -6.4204061818915603e-01  3.2101910790339458e-02
3.8625000000000000e+01  4.8885846198689267e+00  -6.3853087156266097e-01  3.2061370908755493e-02
3.8874999999999993e+01  4.9015991704003081e+00  -6.3541085261553976e-01  3.2032686916498493e-02
3.9125000000000000e+01  4.9142423979143155e+00  -6.3263951640541771e-01  3.2015601026694256e-02
3.9375000000000000e+01  4.9265545025866233e+00  -6.3017699696276219e-01  3.2009832234806107e-02
3.9625000000000000e+01  4.9385742770549115e+00  -6.2798482743356399e-01  3.2015083841083092e-02
3.9874999999999993e+01  4.9503389100411086e+00  -6.2602613658970219e-01  3.2031041997356298e-02
4.0125000000000000e+01  4.9618838155229064e+00  -6.2426581979754037e-01  3.2057379084357886e-02
4.0375000000000000e+01  4.9732424977097320e+00  -6.2267067423099487e-01  3.2093756352209762e-02
4.0625000000000000e+01  4.9844464294343718e+00  -6.2120952059838341e-01  3.2139825003793400e-02
4.0875000000000000e+01  4.9955249665639307e+00  -6.1985328888882085e-01  3.2195228355669396e-02
4.1124999999999993e+01  5.0065052905262846e+00  -6.1857507600187578e-01  3.2259603740513967e-02
4.1375000000000000e+01  5.0174124040631884e+00  -6.1735015028711038e-01  3.2332585437796588e-02
4.1625000000000000e+01  5.0282691338729117e+00  -6.1615594910073401e-01  3.2413806062062685e-02
4.1875000000000000e+01  5.0390960478752858e+00  -6.1497216116813425e-01  3.2502893942947302e-02
4.2124999999999993e+01  5.0499116401072053e+00  -6.1378054259658965e-01  3.2599480779382253e-02
4.2375000000000000e+01  5.0607323756253191e+00  -6.1256487206703492e-01  3.2703201405917363e-02
4.2625000000000000e+01  5.0715725590799137e+00  -6.1131108131434120e-01  3.2813688469797611e-02
4.2875000000000000e+01  5.0824447830770740e+00  -6.1000680884543845e-01  3.2930585036673801e-02
4.3125000000000000e+01  5.0933597429228952e+00  -6.0864158383880307e-01  3.3053536333960923e-02
4.3375000000000000e+01  5.1043263939897638e+00  -6.0720666919120658e-01  3.3182192687109952e-02
4.3625000000000000e+01  5.1153522479045623e+00  -6.0569476651441034e-01  3.3316214699133755e-02
4.3875000000000000e+01  5.1264431692682511e+00  -6.0410021779272949e-01  3.3455266129896986e-02
4.4124999999999993e+01  5.1376037864658954e+00  -6.0241859637450412e-01  3.3599021536600833e-02
4.4374999999999993e+01  5.1488375389091594e+00  -6.0064665951919638e-01  3.3747164728551257e-02
4.4625000000000000e+01  5.1601466232268729e+00  -5.9878240137897443e-01  3.3899385896880525e-02
4.4875000000000000e+01  5.1715323267681779e+00  -5.9682472094250905e-01  3.4055386391686301e-02
4.5125000000000000e+01  5.1829949694901387e+00  -5.9477347933046243e-01  3.4214875786966407e-02
4.5375000000000000e+01  5.1945341483871177e+00  -5.9262925637175989e-01  3.4377574584059066e-02
4.5625000000000000e+01  5.2061486710433424e+00  -5.9039341620846919e-01  3.4543211590326570e-02
4.5875000000000000e+01  5.2178367921001056e+00  -5.8806787186795395e-01  3.4711526391444272e-02
4.6125000000000000e+01  5.2295962357623980e+00  -5.8565506252699118e-01  3.4882268307616794e-02
4.6374999999999993e+01  5.2414241954837468e+00  -5.8315795345453436e-01  3.5055195349615362e-02
4.6624999999999993e+01  5.2533176500756005e+00  -5.8057972162580818e-01  3.5230077431568668e-02
4.6875000000000000e+01  5.2652729622476580e+00  -5.7792415424976795e-01  3.5406690225514438e-02
4.7125000000000000e+01  5.2772866086114432e+00  -5.7519492333233524e-01  3.5584823468591056e-02
4.7375000000000000e+01  5.2893545221299396e+00  -5.7239623860484690e-01  3.5764272096420337e-02
4.7625000000000000e+01  5.3014727251220224e+00  -5.6953221858418290e-01  3.5944842974820472e-02
4.7875000000000000e+01  5.3136369993721067e+00  -5.6660721804633907e-01  3.6126350407433998e-02
4.8124999999999993e+01  5.3258429619714498e+00  -5.6362575251167613e-01  3.6308616581439190e-02
4.8374999999999993e+01  5.3380864505326509e+00  -5.6059211566425482e-01  3.6491474650264741e-02
4.8624999999999993e+01  5.3503629643712927e+00  -5.5751093405126539e-01  3.6674762931645989e-02
4.8874999999999993e+01  5.3626683778697419e+00  -5.5438645882096660e-01  3.6858330871532105e-02
4.9125000000000000e+01  5.3749982754705687e+00  -5.5122322578433902e-01  3.7042032804879235e-02
4.9375000000000000e+01  5.3873483397486615e+00  -5.4802567012089565e-01  3.7225731026649604e-02
4.9625000000000000e+01  5.3997144985498133e+00  -5.4479798037502336e-01  3.7409296302439769e-02
4.9875000000000000e+01  5.4120925488762230e+00  -5.4154447167046893e-01  3.7592604790197791e-02
5.0125000000000000e+01  5.4244785824520481e+00  -5.3826916343652531e-01  3.7775540658727777e-02
5.0374999999999993e+01  5.4368686047591668e+00  -5.3497615739524074e-01  3.7957993282374959e-02
5.0624999999999993e+01  5.4492588666971153e+00  -5.3166930854649186e-01  3.8139859017737913e-02
5.0874999999999993e+01  5.4616456963977882e+00  -5.2835239205246509e-01  3.8321039871646326e-02
5.1125000000000000e+01  5.4740253745740208e+00  -5.2502922686219833e-01  3.8501442770453871e-02
5.1375000000000000e+01  5.4863946359918323e+00  -5.2170317845871983e-01  3.8680981621834226e-02
5.1625000000000000e+01  5.4987500965149323e+00  -5.1837772710834296e-01  3.8859574390749857e-02
5.1875000000000000e+01  5.5110885236998026e+00  -5.1505619955256998e-01  3.9037144203514923e-02
5.2125000000000000e+01  5.5234069093371714e+00  -5.1174169717774376e-01  3.9213619291962834e-02
5.2375000000000000e+01  5.5357022929242534e+00  -5.0843727108932235e-01  3.9388932159615017e-02
5.2624999999999993e+01  5.5479717140579163e+00  -5.0514596931943068e-01  3.9563019427123765e-02
5.2874999999999993e+01  5.5602127547887203e+00  -5.0187029940867767e-01  3.9735822827953335e-02
5.3124999999999993e+01  5.5724226101690668e+00  -4.9861314960680625e-01  3.9907286944948196e-02
5.3375000000000000e+01  5.5845989391260167e+00  -4.9537694571600710e-01  4.0077360853895051e-02
5.3625000000000000e+01  5.5967392802445231e+00  -4.9216423007859289e-01  4.0245996916364858e-02
5.3875000000000000e+01  5.6088415471536477e+00  -4.8897717084030878e-01  4.0413151214777614e-02
5.4125000000000000e+01  5.6209036594712058e+00  -4.8581792767996923e-01  4.0578782924717179e-02
5.4375000000000000e+01  5.6329234219243247e+00  -4.8268877155185175e-01  4.0742854384746063e-02
5.4625000000000000e+01  5.6448991298088167e+00  -4.7959148509113625e-01  4.0905330924135043e-02
5.4874999999999993e+01  5.6568289383349155e+00  -4.7652798732915258e-01  4.1066180689306425e-02
5.5124999999999993e+01  5.6687111232916294e+00  -4.7350007557483975e-01  4.1225374569974979e-02
5.5374999999999993e+01  5.6805441240857100e+00  -4.7050938289266941e-01  4.1382885945544422e-02
5.5625000000000000e+01  5.6923263619452529e+00  -4.6755755816848366e-01  4.1538690812970229e-02
5.5875000000000000e+01  5.7040565424120757e+00  -4.6464596671799763e-01  4.1692767116968732e-02
5.6125000000000000e+01  5.7157332772878071e+00  -4.6177606461809617e-01  4.1845095333005920e-02
5.6375000000000000e+01  5.7273552695919374e+00  -4.5894921565607305e-01  4.1995658080615769e-02
5.6624999999999993e+01  5.7389214700332465e+00  -4.5616653655715211e-01  4.2144439450489408e-02
5.6875000000000000e+01  5.7504307261395802e+00  -4.5342924430992904e-01  4.2291425936534448e-02
5.7124999999999993e+01  5.7618819688422720e+00  -4.5073847154425373e-01  4.2436605863713645e-02
5.7374999999999993e+01  5.7732743718345914e+00  -4.4809510894136917e-01  4.2579968540556304e-02
5.7624999999999993e+01  5.7846069012639916e+00  -4.4550025083642275e-01  4.2721506051840843e-02
