1.0000000000000000e-13  -2.5936720122388841e+14  -5.1873440234618681e+14  0.0000000000000000e+00
1.2500000000000000e-01  -5.7458440166336254e+02  -1.1462365453758275e+03  5.0231811222976694e-02
2.5000000000000000e-01  -3.2631474454758956e+02  -6.5047230708866073e+02  5.7570681003270875e-02
3.7500000000000000e-01  -2.3383338256424739e+02  -4.6586476034578396e+02  6.0676505159165867e-02
5.0000000000000000e-01  -1.8421810811136365e+02  -3.6685502923689455e+02  5.8728668373253030e-02
6.2500000000000000e-01  -1.5272330600668712e+02  -3.0402407005402665e+02  6.0396533409403860e-02
7.5000000000000000e-01  -1.3083194093429964e+02  -2.6036440869986035e+02  6.0967532195316358e-02
8.7500000000000000e-01  -1.1459399807769718e+02  -2.2798947264874695e+02  6.5227940887807118e-02
1.0000000000000000e+00  -1.0208971690219322e+02  -2.0306626352944005e+02  6.7709374714377324e-02
1.1250000000000000e+00  -9.2004687135961504e+01  -1.8297129442250133e+02  6.2859821200837995e-02
1.2500000000000000e+00  -8.3820801412166773e+01  -1.6666982095373450e+02  6.8948060244602441e-02
1.3750000000000000e+00  -7.6958188478180887e+01  -1.5300471642542513e+02  6.7353043004732271e-02
1.5000000000000000e+00  -7.1003215092908974e+01  -1.4115075033703778e+02  6.8996953446592638e-02
1.6250000000000000e+00  -6.5951161659008179e+01  -1.3109784473056726e+02  6.9685730182243416e-02
1.7500000000000000e+00  -6.1633184394225609e+01  -1.2250901389363570e+02  6.9602093238742987e-02
1.8750000000000000e+00  -5.7644782933453776e+01  -1.1457799983098029e+02  6.7163301026121461e-02
2.0000000000000000e+00  -5.4275793764551153e+01  -1.0788196220435637e+02  6.4663474858826397e-02
2.1250000000000000e+00  -5.1222789059945072e+01  -1.0181613764868938e+02  6.6781597957715169e-02
2.2500000000000000e+00  -4.8440958783133823e+01  -9.6291114186837916e+01  6.6646877793283196e-02
2.3750000000000000e+00  -4.5881810044097591e+01  -9.1210159482802382e+01  6.5000190530489652e-02
2.5000000000000000e+00  -4.3514493533874756e+01  -8.6511725328682317e+01  6.7717508971960563e-02
2.6250000000000000e+00  -4.1467940448016307e+01  -8.2452536052110318e+01  7.3890710631742865e-02
2.7500000000000000e+00  -3.9606718210680427e+01  -7.8762724764609018e+01  6.7587830471138699e-02
2.8750000000000000e+00  -3.7700918132943187e+01  -7.4984380843747502e+01  7.0213374026957723e-02
3.0000000000000000e+00  -3.6189139884740861e+01  -7.1990871081155618e+01  7.1097368944113906e-02
3.1250000000000000e+00  -3.4522403187787340e+01  -6.8689012261651627e+01  7.0021252271862178e-02
3.2500000000000000e+00  -3.3238527972118689e+01  -6.6149623732877558e+01  6.9565563043658060e-02
3.3750000000000000e+00  -3.1789430918713652e+01  -6.3281413981873214e+01  7.4083237969063367e-02
3.5000000000000000e+00  -3.0597211396341937e+01  -6.0924699747359810e+01  6.5906055621436768e-02
3.6250000000000000e+00  -2.9477465197991943e+01  -5.8712339707332859e+01  7.4337030188602521e-02
3.7500000000000000e+00  -2.8256365960808104e+01  -5.6298371571408467e+01  7.2881998549270438e-02
3.8750000000000000e+00  -2.7291323460848030e+01  -5.4394118082741564e+01  6.6107311909549493e-02
4.0000000000000000e+00  -2.6384278967523692e+01  -5.2605348390321176e+01  7.2907378822664584e-02
4.1250000000000000e+00  -2.5358851240501942e+01  -5.0581042638785114e+01  7.6295349533714404e-02
4.2500000000000000e+00  -2.4436034366058625e+01  -4.8760935172798462e+01  6.9546343723193807e-02
4.3750000000000000e+00  -2.3707983128157483e+01  -4.7328562021644878e+01  6.6687616554991530e-02
4.5000000000000000e+00  -2.2966551487565887e+01  -4.5869486890610212e+01  7.3049641937417406e-02
4.6250000000000000e+00  -2.2140499625409049e+01  -4.4242069516967227e+01  7.7374386960609345e-02
4.7500000000000000e+00  -2.1345467401920782e+01  -4.2676415499853277e+01  7.4079423872090544e-02
4.8750000000000000e+00  -2.0677091692523391e+01  -4.1362716698751079e+01  6.8016291215153471e-02
5.0000000000000000e+00  -2.0118607177269755e+01  -4.0267795256709356e+01  6.7028734972092122e-02
5.1250000000000000e+00  -1.9544194555291995e+01  -3.9141076576968857e+01  7.1980153330684971e-02
5.2500000000000000e+00  -1.8910155723767367e+01  -3.7895691565726793e+01  7.7070863932426639e-02
5.3750000000000000e+00  -1.8263555697014429e+01  -3.6625406836578982e+01  7.7995194478489641e-02
5.5000000000000000e+00  -1.7658888724839628e+01  -3.5438490342457023e+01  7.4576278405630775e-02
5.6250000000000000e+00  -1.7133454159406064e+01  -3.4409122426974037e+01  6.9611725471025690e-02
5.7500000000000000e+00  -1.6688389102595153e+01  -3.3539699667237436e+01  6.6797263852715061e-02
5.8750000000000000e+00  -1.6274758586718793e+01  -3.2732815870447162e+01  6.8053304648256235e-02
6.0000000000000000e+00  -1.5838513966524710e+01  -3.1880824765203240e+01  7.2175446570886037e-02
6.1250000000000000e+00  -1.5368938134923200e+01  -3.0962485919346214e+01  7.6496610134022022e-02
6.2500000000000000e+00  -1.4884317381623447e+01  -3.0014269988540118e+01  7.8980457640820845e-02
6.3750000000000000e+00  -1.4407349249980669e+01  -2.9081291826385620e+01  7.8857266869220788e-02
6.5000000000000000e+00  -1.3957137267827944e+01  -2.8201465766357568e+01  7.6439586139698451e-02
6.6250000000000000e+00  -1.3547903840399139e+01  -2.7403056802009154e+01  7.2770155192046729e-02
6.7500000000000000e+00  -1.3186495350604726e+01  -2.6699737607230475e+01  6.9242616562991993e-02
6.8750000000000000e+00  -1.2867378515475091e+01  -2.6080557028691011e+01  6.7146711749822577e-02
7.0000000000000000e+00  -1.2571245076304125e+01  -2.5507085520142891e+01  6.7171397027002269e-02
7.1250000000000000e+00  -1.2274734745027159e+01  -2.4932791073901889e+01  6.9149341344220724e-02
7.2500000000000000e+00  -1.1963823935937846e+01  -2.4329764187825798e+01  7.2280750861471912e-02
7.3750000000000000e+00  -1.1636997784574358e+01  -2.3695036679905122e+01  7.5606636554447618e-02
7.5000000000000000e+00  -1.1299927252801160e+01  -2.3039936558415402e+01  7.8350894764965373e-02
7.6250000000000000e+00  -1.0960215006464161e+01  -2.2379598487844554e+01  8.0037279821405932e-02
7.7500000000000000e+00  -1.0624975729637750e+01  -2.1728151445827844e+01  8.0476386039154982e-02
7.8750000000000000e+00  -1.0300233117218418e+01  -2.1097539582701948e+01  7.9710273568625575e-02
8.0000000000000000e+00  -9.9909484160583268e+00  -2.0497600367047593e+01  7.7953021401752295e-02
8.1250000000000000e+00  -9.7010677065205506e+00  -1.9936171817731797e+01  7.5536968813382968e-02
8.2500000000000000e+00  -9.4333216301772715e+00  -1.9418696174174048e+01  7.2863035226470640e-02
8.3750000000000000e+00  -9.1886989343942833e+00  -1.8947164320839157e+01  7.0349667559646611e-02
8.5000000000000000e+00  -8.9657470705590185e+00  -1.8518709761207020e+01  6.8375986897992194e-02
8.6250000000000000e+00  -8.7601881446971674e+00  -1.8124831115988354e+01  6.7221975075317408e-02
8.7500000000000000e+00  -8.5654900689551905e+00  -1.7752524837759104e+01  6.7020551746083415e-02
8.8750000000000000e+00  -8.3745277209221811e+00  -1.7387599170891399e+01  6.7742537956553578e-02
9.0000000000000000e+00  -8.1815215107384276e+00  -1.7018544966547637e+01  6.9223873900853425e-02
9.1250000000000000e+00  -7.9831525308415054e+00  -1.6638761990979287e+01  7.1221486380769930e-02
9.2500000000000000e+00  -7.7785137095090571e+00  -1.6246459469632669e+01  7.3471929115858078e-02
9.3750000000000000e+00  -7.5683768758030512e+00  -1.5843190334817496e+01  7.5734066679061532e-02
9.5000000000000000e+00  -7.3543828756547596e+00  -1.5432232984995943e+01  7.7811500601154146e-02
9.6250000000000000e+00  -7.1384583691987578e+00  -1.5017427317176038e+01  7.9559481486890793e-02
9.7500000000000000e+00  -6.9224910576923957e+00  -1.4602528071530358e+01  8.0882890596182422e-02
9.8750000000000000e+00  -6.7081885507818653e+00  -1.4190925527377251e+01  8.1730239555866696e-02
1.0000000000000000e+01  -6.4970405060500518e+00  -1.3785572530117724e+01  8.2086528432509784e-02
1.0125000000000000e+01  -6.2903288325039881e+00  -1.3389007242235891e+01  8.1966315491897743e-02
1.0250000000000000e+01  -6.0891543093440168e+00  -1.3003408217897416e+01  8.1407517808997604e-02
1.0375000000000000e+01  -5.8944631600038031e+00  -1.2630648848813719e+01  8.0466046443255460e-02
1.0500000000000000e+01  -5.7070653467748338e+00  -1.2272334732628620e+01  7.9211198471832528e-02
1.0625000000000000e+01  -5.5276402936158702e+00  -1.1929815436556900e+01  7.7721649242452021e-02
1.0750000000000000e+01  -5.3567278314562037e+00  -1.1604166322418571e+01  7.6081851101641576e-02
1.0875000000000000e+01  -5.1947035834908810e+00  -1.1296138956447399e+01  7.4378645523165005e-02
1.1000000000000000e+01  -5.0417405750698379e+00  -1.1006083757084989e+01  7.2697908209340203e-02
