# q = 1.8153361174005404e+01 m1 = 9.4778984268530453e-01 m2 = 5.2210157314695332e-02 chi1 = 9.3312665151825458e-01 chi2 = 4.2824963485893319e-02 lm = 33 Mtot = 2.7453213230060959e+02 distance = 7.9370079055085316e+03
#fHz   cexp_i_alpha(re im)   cexp_i_epsilon(re im)    cexp_i_betah(re im)
1.9500000000000000e+01  -3.1860523142594923e+00  -7.5026030683053495e+00  3.8344501232741947e-02
1.9625000000000000e+01  -3.1085408953712754e+00  -7.4300498770782095e+00  3.8774849453243637e-02
1.9750000000000000e+01  -3.0308076030830744e+00  -7.3572716021055573e+00  3.9188771182705223e-02
1.9875000000000000e+01  -2.9529477492303666e+00  -7.2843632445681763e+00  3.9583096827772862e-02
2.0000000000000000e+01  -2.8750540582623234e+00  -7.2114171489874064e+00  3.9955116172943693e-02
2.0125000000000000e+01  -2.7972155696763474e+00  -7.1385219160396396e+00  4.0302551043279476e-02
2.0250000000000004e+01  -2.7195169048526227e+00  -7.0657616796976459e+00  4.0623525897241032e-02
2.0375000000000000e+01  -2.6420378492438328e+00  -6.9932156992614249e+00  4.0916537766502788e-02
2.0500000000000000e+01  -2.5648531690282210e+00  -6.9209581853323723e+00  4.1180426361209735e-02
2.0625000000000000e+01  -2.4880326128026171e+00  -6.8490583101423548e+00  4.1414345583745397e-02
2.0750000000000000e+01  -2.4116410089105207e+00  -6.7775803130999037e+00  4.1617735421528919e-02
2.0875000000000000e+01  -2.3357384630589388e+00  -6.7065837058464339e+00  4.1790295943172094e-02
2.1000000000000000e+01  -2.2603805955590932e+00  -6.6361235163852044e+00  4.1931962172605385e-02
2.1125000000000000e+01  -2.1856188197981270e+00  -6.5662505736936865e+00  4.2042881091293560e-02
2.1250000000000000e+01  -2.1115006329370365e+00  -6.4970118039203211e+00  4.2123390441610314e-02
2.1375000000000004e+01  -2.0380699032654981e+00  -6.4284505226376538e+00  4.2173998629085191e-02
2.1500000000000000e+01  -1.9653671544169142e+00  -6.3606067233014656e+00  4.2195365970800813e-02
2.1625000000000000e+01  -1.8934298412138764e+00  -6.2935173567029832e+00  4.2188287794120975e-02
2.1750000000000000e+01  -1.8222926051254886e+00  -6.2272165894910128e+00  4.2153679453090377e-02
2.1875000000000000e+01  -1.7519875090090065e+00  -6.1617360414457769e+00  4.2092561746514087e-02
2.2000000000000000e+01  -1.6825442541831312e+00  -6.0971050045486717e+00  4.2006047600339061e-02
2.2125000000000000e+01  -1.6139903911798121e+00  -6.0333506551286487e+00  4.1895328963743657e-02
2.2250000000000000e+01  -1.5463514685817643e+00  -5.9704982039843113e+00  4.1761668128205490e-02
2.2375000000000000e+01  -1.4796512133319879e+00  -5.9085710771325797e+00  4.1606385260745102e-02
2.2500000000000000e+01  -1.4139116325806576e+00  -5.8475910181924453e+00  4.1430850966817659e-02
2.2625000000000000e+01  -1.3491531494816773e+00  -5.7875782239318143e+00  4.1236476244321543e-02
2.2750000000000000e+01  -1.2853946892344179e+00  -5.7285514299982179e+00  4.1024705051321976e-02
2.2875000000000000e+01  -1.2226537246722955e+00  -5.6705279560863717e+00  4.0797007734291825e-02
2.3000000000000000e+01  -1.1609463465506364e+00  -5.6135237752131921e+00  4.0554873494352377e-02
2.3125000000000000e+01  -1.1002872934802552e+00  -5.5575535426016938e+00  4.0299804270139065e-02
2.3250000000000000e+01  -1.0406899412549568e+00  -5.5026305839517615e+00  4.0033309332375665e-02
2.3375000000000000e+01  -9.8216631148302325e-01  -5.4487669025679581e+00  3.9756899444722035e-02
2.3500000000000000e+01  -9.2472703310456295e-01  -5.3959731394786061e+00  3.9472081937931482e-02
2.3625000000000004e+01  -8.6838127953526212e-01  -5.3442585091240780e+00  3.9180355936095201e-02
2.3749999999999996e+01  -8.1313674871738884e-01  -5.2936307774393541e+00  3.8883207333533253e-02
2.3874999999999996e+01  -7.5899951793760567e-01  -5.2440961154461521e+00  3.8582104804200511e-02
2.4000000000000000e+01  -7.0597401505018875e-01  -5.1956590682604880e+00  3.8278495093445976e-02
2.4125000000000000e+01  -6.5406286997803709e-01  -5.1483224051287433e+00  3.7973799079041429e-02
2.4250000000000000e+01  -6.0326680706291813e-01  -5.1020870099298588e+00  3.7669407633688583e-02
2.4375000000000000e+01  -5.5358447093249397e-01  -5.0569517055876769e+00  3.7366677398060218e-02
2.4500000000000000e+01  -5.0501237638388230e-01  -5.0129132016483027e+00  3.7066927093627425e-02
2.4625000000000000e+01  -4.5754468902262890e-01  -4.9699658737540897e+00  3.6771433315380797e-02
2.4750000000000004e+01  -4.1117311232506015e-01  -4.9281016488676492e+00  3.6481426669158885e-02
2.4874999999999996e+01  -3.6588677781650225e-01  -4.8873098936846482e+00  3.6198088249163783e-02
2.5000000000000004e+01  -3.2167205266381016e-01  -4.8475772210856860e+00  3.5922545087765385e-02
2.5125000000000000e+01  -2.7851253059316705e-01  -4.8088874789296856e+00  3.5655867807129711e-02
2.5250000000000000e+01  -2.3638882432005803e-01  -4.7712215417553425e+00  3.5399065427048529e-02
2.5375000000000000e+01  -1.9527857715394603e-01  -4.7345573205438010e+00  3.5153083040063780e-02
2.5500000000000000e+01  -1.5515641874815267e-01  -4.6988697172269580e+00  3.4918798631761991e-02
2.5625000000000000e+01  -1.1599391826588445e-01  -4.6641305768903489e+00  3.4697019021753372e-02
2.5749999999999996e+01  -7.7759694475308283e-02  -4.6303087963121810e+00  3.4488478817994460e-02
2.5875000000000004e+01  -4.0419434747270166e-02  -4.5973703422415371e+00  3.4293836447339666e-02
2.5999999999999996e+01  -3.9360582197889293e-03  -4.5652784133647994e+00  3.4113672932599814e-02
2.6125000000000004e+01  3.1730093375905932e-02  -4.5339936301234633e+00  3.3948490919499801e-02
2.6250000000000000e+01  6.6621056187166072e-02  -4.5034742335171938e+00  3.3798712708337571e-02
2.6375000000000000e+01  1.0078094891002831e-01  -4.4736763795066494e+00  3.3664680658681861e-02
2.6500000000000000e+01  1.3425568422958101e-01  -4.4445544269773212e+00  3.3546655876378964e-02
2.6625000000000000e+01  1.6709257653461973e-01  -4.4160613291463333e+00  3.3444820958683452e-02
2.6750000000000000e+01  1.9934000115322459e-01  -4.3881489739419912e+00  3.3359278448526652e-02
2.6874999999999996e+01  2.3104693700610435e-01  -4.3607686405409307e+00  3.3290056398616992e-02
2.7000000000000004e+01  2.6226259469129154e-01  -4.3338713710445447e+00  3.3237106565562592e-02
2.7124999999999996e+01  2.9303595350525646e-01  -4.3074084328281232e+00  3.3200311012988544e-02
2.7250000000000004e+01  3.2341536327108522e-01  -4.2813317164412430e+00  3.3179482690752514e-02
2.7375000000000000e+01  3.5344812689165961e-01  -4.2555941526565473e+00  3.3174371396998879e-02
2.7500000000000000e+01  3.8318012480446983e-01  -4.2301500877545353e+00  3.3184666789344633e-02
2.7625000000000000e+01  4.1265546777752793e-01  -4.2049556304939140e+00  3.3210004190039992e-02
2.7750000000000000e+01  4.4191617710599607e-01  -4.1799689716644899e+00  3.3249966946650882e-02
2.7875000000000000e+01  4.7100193723173289e-01  -4.1551506314020941e+00  3.3304095324555284e-02
2.7999999999999996e+01  4.9994985691258814e-01  -4.1304636977915736e+00  3.3371887902689377e-02
2.8125000000000004e+01  5.2879431905736674e-01  -4.1058739770408206e+00  3.3452809312165765e-02
2.8249999999999996e+01  5.5756684765891129e-01  -4.0813501264226826e+00  3.3546293859980557e-02
2.8375000000000004e+01  5.8629603495114380e-01  -4.0568637270828809e+00  3.3651750793200819e-02
2.8500000000000000e+01  6.1500754667440105e-01  -4.0323892789405082e+00  3.3768570794827063e-02
2.8625000000000000e+01  6.4372409230478056e-01  -4.0079042302437955e+00  3.3896128047907523e-02
2.8750000000000000e+01  6.7246550630289037e-01  -3.9833888965158164e+00  3.4033786316234854e-02
2.8875000000000000e+01  7.0124883737386789e-01  -3.9588263713832963e+00  3.4180903057577462e-02
2.9000000000000000e+01  7.3008845890623797e-01  -3.9342024162126359e+00  3.4336833058685186e-02
2.9124999999999996e+01  7.5899618234908939e-01  -3.9095053467160863e+00  3.4500931314498592e-02
2.9250000000000004e+01  7.8798147269036201e-01  -3.8847258179484663e+00  3.4672558142238477e-02
2.9374999999999996e+01  8.1705151588662628e-01  -3.8598567564684325e+00  3.4851079250869742e-02
2.9500000000000004e+01  8.4621149932950201e-01  -3.8348930806335533e+00  3.5035871291968002e-02
2.9625000000000000e+01  8.7546468885447215e-01  -3.8098316231853993e+00  3.5226321598554315e-02
2.9750000000000000e+01  9.0481271449006972e-01  -3.7846708463100418e+00  3.5421832598950917e-02
2.9875000000000000e+01  9.3425562046058341e-01  -3.7594107910848193e+00  3.5621820880907665e-02
3.0000000000000000e+01  9.6379213869973501e-01  -3.7340528047742767e+00  3.5825720711301599e-02
3.0125000000000000e+01  9.9341979294149241e-01  -3.7085994365876136e+00  3.6032984056517038e-02
3.0249999999999996e+01  1.0231350980622638e+00  -3.6830542388188858e+00  3.6243082201956545e-02
3.0375000000000004e+01  1.0529336222139176e+00  -3.6574217044014614e+00  3.6455505324406765e-02
3.0499999999999996e+01  1.0828102178344770e+00  -3.6317070367120952e+00  3.6669764331822299e-02
3.0625000000000004e+01  1.1127590939861007e+00  -3.6059160771201304e+00  3.6885390459987802e-02
3.0750000000000000e+01  1.1427739357095441e+00  -3.5800551858795497e+00  3.7101935550811510e-02
3.0875000000000000e+01  1.1728479804485366e+00  -3.5541311657328358e+00  3.7318971929038797e-02
3.1000000000000000e+01  1.2029742036319886e+00  -3.5281510771678439e+00  3.7536093005221725e-02
3.1125000000000000e+01  1.2331452845941833e+00  -3.5021222719138465e+00  3.7752912205334624e-02
3.1250000000000000e+01  1.2633537553145904e+00  -3.4760522449175810e+00  3.7969063250048521e-02
3.1374999999999996e+01  1.2935920089770652e+00  -3.4499486255894452e+00  3.8184199554576810e-02
3.1500000000000004e+01  1.3238524384660024e+00  -3.4238190400891950e+00  3.8397994107683665e-02
3.1625000000000000e+01  1.3541274387532873e+00  -3.3976711088097620e+00  3.8610138748015513e-02
3.1750000000000000e+01  1.3844093885968536e+00  -3.3715124644144154e+00  3.8820343722847858e-02
3.1875000000000000e+01  1.4146908257984472e+00  -3.3453505777956791e+00  3.9028337204893376e-02
3.2000000000000000e+01  1.4449643700087285e+00  -3.3191928346610458e+00  3.9233864651545068e-02
3.2125000000000000e+01  1.4752227438240841e+00  -3.2930465145669041e+00  3.9436688419965227e-02
3.2250000000000000e+01  1.5054588756556162e+00  -3.2669186888521877e+00  3.9636586941153552e-02
3.2375000000000000e+01  1.5356658699371228e+00  -3.2408162502513274e+00  3.9833354179297786e-02
3.2500000000000000e+01  1.5658370018455843e+00  -3.2147459181839118e+00  4.0026799193937319e-02
3.2625000000000000e+01  1.5959657573616013e+00  -3.1887141990912902e+00  4.0216745407379843e-02
3.2750000000000000e+01  1.6260458486466316e+00  -3.1627273712812958e+00  4.0403029893097124e-02
3.2875000000000000e+01  1.6560711916097719e+00  -3.1367915072893231e+00  4.0585503020545241e-02
3.3000000000000000e+01  1.6860359137288934e+00  -3.1109124662368379e+00  4.0764027907898369e-02
3.3125000000000000e+01  1.7159343867826236e+00  -3.0850958615031367e+00  4.0938479483233051e-02
3.3250000000000000e+01  1.7457611681905709e+00  -3.0593471190274637e+00  4.1108744701082556e-02
3.3375000000000000e+01  1.7755110901785005e+00  -3.0336713890469049e+00  4.1274720739031087e-02
3.3500000000000000e+01  1.8051791617629960e+00  -3.0080736434208899e+00  4.1436315863510209e-02
3.3625000000000000e+01  1.8347606335256810e+00  -2.9825586115649418e+00  4.1593447884949473e-02
3.3750000000000000e+01  1.8642509428057386e+00  -2.9571308349319727e+00  4.1746044579667352e-02
3.3875000000000000e+01  1.8936457752282112e+00  -2.9317946061818914e+00  4.1894041893410554e-02
3.4000000000000000e+01  1.9229409613241775e+00  -2.9065540717918599e+00  4.2037385614557117e-02
3.4125000000000000e+01  1.9521325814989510e+00  -2.8814131281813782e+00  4.2176028487809852e-02
3.4250000000000000e+01  1.9812168999255719e+00  -2.8563754873789367e+00  4.2309931065781660e-02
3.4375000000000000e+01  2.0101903462435056e+00  -2.8314446952996195e+00  4.2439061762883361e-02
3.4499999999999993e+01  2.0390495374677693e+00  -2.8066241101807003e+00  4.2563395761836091e-02
3.4625000000000000e+01  2.0677912865233230e+00  -2.7819168942732251e+00  4.2682914055693869e-02
3.4750000000000000e+01  2.0964125501291004e+00  -2.7573260656112764e+00  4.2797604582811032e-02
3.4875000000000000e+01  2.1249104541814372e+00  -2.7328544729982545e+00  4.2907460902000961e-02
3.5000000000000000e+01  2.1532822850035478e+00  -2.7085048048083817e+00  4.3012481892185803e-02
3.5125000000000000e+01  2.1815254685884042e+00  -2.6842796096714467e+00  4.3112672068234645e-02
3.5249999999999993e+01  2.2096375906747552e+00  -2.6601812767133381e+00  4.3208040132628835e-02
3.5374999999999993e+01  2.2376163675284859e+00  -2.6362120646105511e+00  4.3298599685610756e-02
3.5499999999999993e+01  2.2654596430704474e+00  -2.6123741045479441e+00  4.3384368916756073e-02
3.5624999999999993e+01  2.2931653869582376e+00  -2.5886694022242329e+00  4.3465370220518627e-02
3.5750000000000000e+01  2.3207317067682949e+00  -2.5650998258970095e+00  4.3541628767739066e-02
3.5875000000000000e+01  2.3481568097273380e+00  -2.5416671443728434e+00  4.3613174290651563e-02
3.6000000000000000e+01  2.3754390187247152e+00  -2.5183730112467564e+00  4.3680039590444725e-02
3.6125000000000000e+01  2.4025767565896459e+00  -2.4952189805596090e+00  4.3742261150380546e-02
3.6249999999999993e+01  2.4295685574076806e+00  -2.4722064956801111e+00  4.3799877581677686e-02
3.6374999999999993e+01  2.4564130560026571e+00  -2.4493368998006622e+00  4.3852929590487075e-02
3.6499999999999993e+01  2.4831089583836903e+00  -2.4266114652689623e+00  4.3901462632751749e-02
3.6624999999999993e+01  2.5096550755500799e+00  -2.4040313601959675e+00  4.3945522712613393e-02
3.6749999999999993e+01  2.5360502939517993e+00  -2.3815976777668535e+00  4.3985159038907054e-02
3.6875000000000000e+01  2.5622935845084926e+00  -2.3593114273780538e+00  4.4020422144754372e-02
3.7000000000000000e+01  2.5883839928251975e+00  -2.3371735443824821e+00  4.4051364372345005e-02
3.7125000000000000e+01  2.6143206309193188e+00  -2.3151848983359260e+00  4.4078041240980068e-02
3.7250000000000000e+01  2.6401026860900223e+00  -2.2933462842713954e+00  4.4100508199401256e-02
3.7374999999999993e+01  2.6657294076270928e+00  -2.2716584359048531e+00  4.4118822647208809e-02
3.7499999999999993e+01  2.6912001057690986e+00  -2.2501220267123632e+00  4.4133044567917536e-02
3.7624999999999993e+01  2.7165141513447120e+00  -2.2287376703293562e+00  4.4143233393039327e-02
3.7749999999999993e+01  2.7416709694534624e+00  -2.2075059268446826e+00  4.4149450546585992e-02
3.7875000000000000e+01  2.7666700390630261e+00  -2.1864273032371644e+00  4.4151758801185353e-02
3.8000000000000000e+01  2.7915108905662107e+00  -2.1655022558274810e+00  4.4150221860718750e-02
3.8125000000000000e+01  2.8161930971936542e+00  -2.1447311988091706e+00  4.4144902970334632e-02
3.8250000000000000e+01  2.8407162804170483e+00  -2.1241144989298917e+00  4.4135867322915870e-02
3.8375000000000000e+01  2.8650801105584454e+00  -2.1036524749160108e+00  4.4123181575940140e-02
3.8499999999999993e+01  2.8892842822939615e+00  -2.0833454217391463e+00  4.4106910268169743e-02
3.8624999999999993e+01  2.9133285472218819e+00  -2.0631935784072892e+00  4.4087121404810560e-02
3.8749999999999993e+01  2.9372126794404885e+00  -2.0431971620516469e+00  4.4063881413924928e-02
3.8874999999999993e+01  2.9609364960050040e+00  -2.0233563476975176e+00  4.4037258183398688e-02
3.9000000000000000e+01  2.9844998375207341e+00  -2.0036712874885136e+00  4.4007318973268171e-02
3.9125000000000000e+01  3.0079025929487972e+00  -1.9841420861496040e+00  4.3974132885752255e-02
3.9250000000000000e+01  3.0311446534833584e+00  -1.9647688466466124e+00  4.3937766866152604e-02
3.9375000000000000e+01  3.0542259587890364e+00  -1.9455516244370039e+00  4.3898289808057760e-02
3.9500000000000000e+01  3.0771464681686886e+00  -1.9264904560132146e+00  4.3855770120672398e-02
3.9624999999999993e+01  3.0999061712672296e+00  -1.9075853483167460e+00  4.3810276591328301e-02
3.9749999999999993e+01  3.1225050604608304e+00  -1.8888363060721838e+00  4.3761876739989262e-02
3.9874999999999993e+01  3.1449431765071960e+00  -1.8702432866095602e+00  4.3710639647499459e-02
3.9999999999999993e+01  3.1672205552257138e+00  -1.8518062526421248e+00  4.3656632842092140e-02
4.0125000000000000e+01  3.1893372839188512e+00  -1.8335251164235207e+00  4.3599925377410212e-02
4.0250000000000000e+01  3.2112934296979097e+00  -1.8153998106924782e+00  4.3540584201688694e-02
4.0375000000000000e+01  3.2330891002248174e+00  -1.7974302285505093e+00  4.3478677231075957e-02
4.0500000000000000e+01  3.2547244225137844e+00  -1.7796162444433210e+00  4.3414272211910854e-02
4.0625000000000000e+01  3.2761995294689372e+00  -1.7619577274846816e+00  4.3347436193380627e-02
4.0749999999999993e+01  3.2975145609938785e+00  -1.7444545403567742e+00  4.3278235672392480e-02
4.0874999999999993e+01  3.3186696829195759e+00  -1.7271065205704645e+00  4.3206737302603812e-02
4.0999999999999993e+01  3.3396650780722474e+00  -1.7099134893012309e+00  4.3133007487524334e-02
4.1124999999999993e+01  3.3605009104361132e+00  -1.6928752868649255e+00  4.3057111254303462e-02
4.1250000000000000e+01  3.3811773971461996e+00  -1.6759917014391310e+00  4.2979114585819704e-02
4.1375000000000000e+01  3.4016947502909076e+00  -1.6592625266712013e+00  4.2899082488494389e-02
4.1500000000000000e+01  3.4220531549992828e+00  -1.6426875833715355e+00  4.2817078535736450e-02
4.1625000000000000e+01  3.4422528586364320e+00  -1.6262666311938592e+00  4.2733167332634124e-02
4.1750000000000000e+01  3.4622941056379890e+00  -1.6099994331455538e+00  4.2647412618157042e-02
4.1874999999999993e+01  3.4821771207025440e+00  -1.5938857722259545e+00  4.2559876961501146e-02
4.1999999999999993e+01  3.5019021604112481e+00  -1.5779254003042547e+00  4.2470623027542398e-02
4.2124999999999993e+01  3.5214694785049945e+00  -1.5621180724940116e+00  4.2379712724427115e-02
4.2249999999999993e+01  3.5408793478385485e+00  -1.5464635254022481e+00  4.2287207678108334e-02
4.2375000000000000e+01  3.5601320266703054e+00  -1.5309615105051897e+00  4.2193168547566426e-02
4.2500000000000000e+01  3.5792277916723689e+00  -1.5156117614483358e+00  4.2097655695965831e-02
4.2625000000000000e+01  3.5981669193024004e+00  -1.5004140124836183e+00  4.2000728818388157e-02
4.2750000000000000e+01  3.6169497136290394e+00  -1.4853679709001351e+00  4.1902447396849896e-02
4.2875000000000000e+01  3.6355764515756750e+00  -1.4704733712483899e+00  4.1802869793320527e-02
4.2999999999999993e+01  3.6540474263077014e+00  -1.4557299323564514e+00  4.1702053986041487e-02
4.3124999999999993e+01  3.6723629283485471e+00  -1.4411373760247779e+00  4.1600057268133622e-02
4.3249999999999993e+01  3.6905232961190890e+00  -1.4266953769455974e+00  4.1496936891768969e-02
4.3375000000000000e+01  3.7085288116932711e+00  -1.4124036659657966e+00  4.1392748696168567e-02
4.3500000000000000e+01  3.7263797888645085e+00  -1.3982619428306711e+00  4.1287548283205765e-02
4.3625000000000000e+01  3.7440765366945357e+00  -1.3842699122852675e+00  4.1181390542414806e-02
4.3750000000000000e+01  3.7616193767698265e+00  -1.3704272669648718e+00  4.1074329839064547e-02
4.3874999999999993e+01  3.7790086571135726e+00  -1.3567336735958859e+00  4.0966420102398066e-02
4.4000000000000000e+01  3.7962446720431142e+00  -1.3431888524015569e+00  4.0857714101675345e-02
4.4124999999999993e+01  3.8133277616434498e+00  -1.3297924785193591e+00  4.0748264368530289e-02
4.4249999999999993e+01  3.8302582569558163e+00  -1.3165442363041433e+00  4.0638122686351259e-02
4.4374999999999993e+01  3.8470365004712894e+00  -1.3034437990071543e+00  4.0527340253555512e-02
4.4500000000000000e+01  3.8636628316233947e+00  -1.2904908431421802e+00  4.0415967576511252e-02
4.4625000000000000e+01  3.8801375637277991e+00  -1.2776850713358683e+00  4.0304054371051209e-02
4.4750000000000000e+01  3.8964610907282236e+00  -1.2650261065032269e+00  4.0191650122976430e-02
4.4875000000000000e+01  3.9126337437297369e+00  -1.2525136340462084e+00  4.0078803306413856e-02
4.4999999999999993e+01  3.9286558615093101e+00  -1.2401473319544176e+00  3.9965561806570661e-02
4.5125000000000000e+01  3.9445278052061434e+00  -1.2279268562259151e+00  3.9851972948882021e-02
4.5249999999999993e+01  3.9602499261389426e+00  -1.2158518727628853e+00  3.9738083372617874e-02
4.5374999999999993e+01  3.9758226330433049e+00  -1.2039219906913279e+00  3.9623939188243432e-02
4.5499999999999993e+01  3.9912462384347460e+00  -1.1921369146898591e+00  3.9509585641244446e-02
4.5625000000000000e+01  4.0065211650578627e+00  -1.1804962402696986e+00  3.9395067532179619e-02
4.5750000000000000e+01  4.0216477755570477e+00  -1.1689996226599244e+00  3.9280428898349359e-02
4.5875000000000000e+01  4.0366264055454009e+00  -1.1576467440162581e+00  3.9165713169700980e-02
4.6000000000000000e+01  4.0514575139932232e+00  -1.1464371642540958e+00  3.9050963146818732e-02
4.6124999999999993e+01  4.0661414479986231e+00  -1.1353705543335662e+00  3.8936220982410036e-02
4.6250000000000000e+01  4.0806786075968811e+00  -1.1244465327953406e+00  3.8821528198459354e-02
4.6374999999999993e+01  4.0950694397651297e+00  -1.1136646716841687e+00  3.8706925589888259e-02
4.6499999999999993e+01  4.1093143069647944e+00  -1.1030246269432418e+00  3.8592453456719022e-02
4.6624999999999993e+01  4.1234136286868690e+00  -1.0925259979979733e+00  3.8478151398268309e-02
4.6750000000000000e+01  4.1373678604245683e+00  -1.0821683485939113e+00  3.8364058271623022e-02
4.6875000000000000e+01  4.1511773730318193e+00  -1.0719513264841183e+00  3.8250212585009262e-02
4.6999999999999993e+01  4.1648426786450576e+00  -1.0618744392653205e+00  3.8136651750529639e-02
4.7125000000000000e+01  4.1783641719175355e+00  -1.0519373111136092e+00  3.8023412994483419e-02
4.7249999999999993e+01  4.1917423235507378e+00  -1.0421394907515218e+00  3.7910532651688651e-02
4.7375000000000000e+01  4.2049775694574310e+00  -1.0324805614169978e+00  3.7798046628597363e-02
4.7499999999999993e+01  4.2180704051241715e+00  -1.0229600472138518e+00  3.7685989944039593e-02
4.7624999999999993e+01  4.2310212794935911e+00  -1.0135775184133515e+00  3.7574397291621542e-02
